id,domain,track,question,raw_response,answer
2081,psychology,mc,Một lỗi phổ biến mà các lâm sàng viên ít kinh nghiệm thường mắc phải khi phỏng vấn những bậc cha mẹ có hành vi bạo lực cực đoan với con cái là gì?,A,A
2082,philosophy,mc,Học giả Phật giáo Tông Bính đã sử dụng hiện tượng vật lý nào để so sánh với sự thể hội huyền diệu và cảm ứng tâm linh của 'Thánh linh thần lý'?,C,C
2084,mathematics,mc,"Một công ty trong một đợt quảng cáo và bán hàng khuyến mãi hàng hóa cần thuê xe để chở 140 người và 9 tấn hàng. Nơi thuê chỉ có hai loại xe $A$ và $B$. Trong đó xe loại $A$ có 10 chiếc, xe loại $B$ có 9 chiếc. Một chiếc xe loại $A$ cho thuê với giá 4 triệu đồng, loại $B$ có giá 3 triệu đồng. Biết rằng xe $A$ chỉ chở tối đa 20 người và 0,6 tấn hàng; xe $B$ chở tối đa 10 người và 1,5 tấn hàng. Gọi $x, y$ lần lượt là số xe loại $A$ và loại $B$ mà công ty thuê. Trong các khẳng định sau, có bao nhiêu khẳng định đúng?
a) Số tiền thuê xe là $T = 4x + 3y$ (triệu đồng).
b) Hệ bất phương trình thỏa mãn yêu cầu bài toán là $\begin{cases} 0 \le x \le 10 \\ 0 \le y \le 9 \\ 2x + y \le 14 \\ 2x + 5y \ge 30 \end{cases}$.
c) Miền nghiệm của hệ bất phương trình thỏa mãn yêu cầu bài toán là một miền tứ giác.
d) Số tiền thuê xe thấp nhất là 32 triệu đồng khi thuê 4 xe $A$ và 5 xe $B$.","Để giải quyết bài toán này, chúng ta sẽ phân tích từng khẳng định dựa trên các dữ kiện đã cho:

**Dữ kiện:**
- Số người cần chở: 140 người.
- Số hàng cần chở: 9 tấn.
- Xe loại A: Tối đa 20 người, 0,6 tấn hàng. Giá 4 triệu/xe. Số lượng có sẵn: 10 chiếc.
- Xe loại B: Tối đa 10 người, 1,5 tấn hàng. Giá 3 triệu/xe. Số lượng có sẵn: 9 chiếc.
- Gọi $x$ là số xe loại A, $y$ là số xe loại B.

**Phân tích các khẳng định:**

1.  **Khẳng định a):** Số tiền thuê xe là $T = 4x + 3y$ (triệu đồng).
    - Giá xe A là 4 triệu, giá xe B là 3 triệu.
    - Tổng chi phí = $4 \cdot x + 3 \cdot y$.
    - **Khẳng định a) ĐÚNG.**

2.  **Khẳng định b):** Hệ bất phương trình thỏa mãn yêu cầu bài toán là:
    $$
    \begin{cases} 
    0 \le x \le 10 \\ 
    0 \le y \le 9 \\ 
    2x + y \le 14 \\ 
    2x + 5y \ge 30 
    \end{cases}
    $$
    - Điều kiện số lượng xe: $0 \le x \le 10$ và $0 \le y \le 9$ (đúng).
    - Điều kiện chở người: Xe A chở 20 người, xe B chở 10 người. Tổng số người phải $\ge 140$.
      $$20x + 10y \ge 140 \iff 2x + y \ge 14$$
      Trong khẳng định b) ghi là $2x + y \le 14$. Đây là sai lầm nghiêm trọng (phải là dấu $\ge$ vì cần chở *ít nhất* 140 người).
    - Điều kiện chở hàng: Xe A chở 0,6 tấn, xe B chở 1,5 tấn. Tổng số hàng phải $\ge",A
2086,chemistry,mc,"Trong các chất dưới đây, chất nào được sử dụng để điều trị tình trạng ngộ độc kim loại nặng?",A,A
2087,mathematics,mc,Tính tổng các nghiệm của phương trình: $11\sin x = 1 - 2x$.,E,E
2089,philosophy,mc,Tình trạng lưu truyền của tác phẩm 'Thận Tử' được mô tả như thế nào so với ghi chép ban đầu trong 'Hán thư'?,B,B
2090,computer_science,mc,"Trong lập trình Java, hãy xác định tính đúng hoặc sai của các phát biểu sau đây: (i) Tất cả các biến lớp (class variables) đều là biến thể hiện (instance variables); (ii) Tất cả các phương thức protected đều là các phương thức friendly.",A,A
2092,psychology,mc,Tại sao nhiều ca điều trị rối loạn nhân cách thường bị gián đoạn ngay tại các giai đoạn bệnh nhân biểu hiện hành vi chống đối xã hội rõ rệt nhất?,B,B
2093,dialect,mc,"Dựa trên ngữ cảnh của câu 'Mệ nớ đang mần chi mà cứ lúi húi ngoài nớ cả buổi rứa không biết', hãy chuyển đổi toàn bộ nội dung sang ngôn ngữ phổ thông Tiếng Việt.",A,A
2094,literature,mc,"Trong bài thơ 'Phiếu Mẫu Từ' (Đền thờ Phiếu Mẫu), nhân vật nào được tác giả Vũ Quỳnh đưa ra để so sánh và khẳng định không thể sánh bằng tấm lòng của Phiếu Mẫu?",D,D
2095,philosophy,mc,Điểm khác biệt cốt lõi trong cách giải thích về tính 'bất khả tri' đối với Thượng đế giữa học thuyết Suphis và thần học Hồi giáo chính thống là gì?,A,A
2096,medicine,mc,"Trong bài thuốc Đạo xích tán gia giảm điều trị sỏi tiết niệu thể thấp nhiệt, vị thuốc Cam thảo sao cháy đóng vai trò gì?",C,C
2101,philosophy,mc,Ward đánh giá cách tiếp cận theo kiểu Leibniz như thế nào khi so sánh với lý thuyết chất-tâm (mind-stuff theory) của Clifford?,A,A
2103,medicine,mc,"Quy trình bào chế 'Rượu phong thấp' (chứa Thiên ma, Cốt toái bổ, Bạch tật lê...) sau khi nấu cách thủy cần thực hiện bước nào để 'lấy âm khí' trước khi sử dụng?",B,B
2106,psychology,mc,"Khi xem xét về khả năng đồng bộ hóa trạng thái nội tâm với đối tác, hành vi nào sau đây đặc trưng cho những cá nhân có gắn bó an toàn khi tương tác với một người có lòng tự trọng thấp?",A,A
2107,dialect,mc,"Dựa trên việc sử dụng từ ngữ và ngữ điệu trong câu 'Hổm rày, bà con ở dưới quê mình cấp nập đổ ra lộ lớn để đón đoàn xe từ thiện về phát gạo.', bạn hãy xác định người nói đang sử dụng phương ngữ của vùng miền nào tại Việt Nam?",C,C
2108,psychology,mc,Sự khác biệt căn bản giữa 'cơn thịnh nộ' (rage) và các trạng thái cảm xúc khác như sợ hãi hay đau đớn ở trẻ sơ sinh được xác định bởi yếu tố sinh lý nào?,B,B
2110,medicine,mc,"Một phụ nữ 45 tuổi đến khám tại phòng khám ngoại khoa với tiền sử vàng mắt kéo dài 3 tháng. Bệnh nhân có kèm theo ngứa toàn thân. Sau khi thăm dò, chẩn đoán xác định là vàng da tắc mật thứ phát do ung thư đường mật (cholangiocarcinoma). Điều nào sau đây không phải là vấn đề điển hình thường gặp ở bệnh nhân mắc loại vàng da này?",B,B
2111,literature,mc,Bài 'Vịnh Khai Bảo Thi' đề cập đến việc nhà vua ban sắc chỉ tại địa điểm cụ thể nào?,C,C
2113,dialect,mc,"Dựa trên các từ ngữ như 'mệ', 'nỏ' và đặc biệt là từ 'lụm cụm' (chỉ sự cặm cụi khó nhọc) trong câu: 'Tội nghiệp mệ, tuổi nớ rồi mà cứ lụm cụm ngoài vườn suốt, nỏ chịu vô nghỉ ngơi chi cả', bạn hãy xác định phát ngôn này thuộc phương ngữ vùng nào (Bắc, Trung, hay Nam)?",B,B
2115,psychology,mc,"Khi một bệnh nhân báo cáo rằng họ thường xuyên ngủ thiếp đi (fall asleep) trong quá trình thực hành kỹ thuật Alexander lie-down tại nhà, can thiệp điều chỉnh cụ thể nào được khuyến nghị để duy trì trạng thái nghỉ ngơi tỉnh thức?",B,B
2116,computer_science,mc,"Trong mô hình OSI (Open Systems Interconnection), lớp Mạng (Network layer) nằm trực tiếp trên lớp nào sau đây?",B,B
2117,chemistry,mc,Phản ứng hóa học nào sau đây tạo ra sự xuất hiện của các tinh thể đặc trưng để nhận biết các dẫn xuất Barbiturat?,C,C
2120,medicine,mc,Phát biểu nào sau đây về bệnh sốt rét là đúng?,B,B
2121,medicine,mc,Chất gây mê có tính giảm đau yếu nhất,A,A
2125,laws,mc,"Một họa sĩ thiết kế bản vẽ công trình điêu khắc công cộng, được nhà nước công nhận là tác phẩm nghệ thuật. Sau đó, doanh nghiệp tư nhân sử dụng bản thiết kế này để xây dựng công trình tương tự tại khu nghỉ dưỡng cao cấp, thu vé tham quan nhằm mục đích kinh doanh mà không xin phép hoặc trả thù lao cho họa sĩ. Hành vi của doanh nghiệp có vi phạm pháp luật không?",C,C
2126,psychology,mc,"Trong lý thuyết của Lazarus về các trạng thái bệnh lý, tại sao khái niệm 'nostalgia' (hoài niệm) lại có thể được xem xét dưới góc độ bệnh lý học tâm lý?",C,C
2127,laws,mc,"Bà D là chị ruột của ông E. Ông E qua đời không để lại di chúc, để lại mảnh đất 300m² tại tỉnh H có giấy chứng nhận quyền sử dụng đất (sổ đỏ) đứng tên ông E. Bà D muốn nhận di sản thừa kế và thực hiện thủ tục sang tên. Bà D hỏi trường hợp này có được miễn thuế thu nhập cá nhân và lệ phí trước bạ không?",C,C
2128,physics,mc,"Quả bóng nhỏ, nặng $500$ g, đập vào tường theo hướng hợp với tường một góc $30^\circ$ với vận tốc $10$ m/s rồi nảy ra theo phương đối xứng với phương đập vào qua pháp tuyến của tường với vận tốc cũ. Tính xung lượng của lực mà tường đã tác dụng vào bóng.",B,B
2129,literature,mc,"Theo các điển tích được sử dụng trong bài phú về Ngã Ba Hạc, nhân vật nào được nhắc đến với hành động 'khơi mạch sơn xuyên' và phân định đất nước thành 12 châu?",C,C
2130,psychology,mc,"Trong bối cảnh nghiên cứu về sự phát triển vỏ não ở trẻ em bị lạm dụng, đặc điểm nào sau đây mô tả chính xác nhất sự khác biệt về tính kết nối (coherence) trên điện não đồ (EEG) giữa nhóm trẻ bị lạm dụng và nhóm không bị lạm dụng?",A,A
2131,logics,mc,"Hai người đội mũ bảo hiểm đang đạp xe phía trước một tòa nhà. Miễn là một nhóm người đang diễu hành với cờ đỏ và vàng hoặc những người mua sắm đang xem hàng hóa tại một chợ đồ cũ trong nhà, thì một người đi bộ đường dài đơn độc với gậy chống đang đi xuống cầu thang đá ở vùng nông thôn hẻo lánh. Những người đàn ông không làm việc trong một dự án. Giả sử một cậu bé chơi ngoài trời trong rừng, những người đàn ông đang làm việc. Nếu không phải trường hợp cả một người đi bộ đường dài mặc áo khoác xanh và đội mũ sử dụng gậy chống để giúp mình xuống vách đá và mọi người xem hàng hóa tại một chợ đồ cũ trong nhà, thì ba đứa trẻ ngồi trên đỉnh cầu thang. Ba đứa trẻ ngồi trên đỉnh cầu thang. Một cậu bé không chơi ngoài trời trong rừng. Một nhóm người đang diễu hành với cờ đỏ và vàng. Việc mọi người đang đạp xe là điều kiện đủ cho trường hợp ba đứa trẻ ngồi trên đỉnh cầu thang.

Dựa vào thông tin trên, đâu là kết luận hợp lý nhất?",B,B
2132,chemistry,mc,"Điện phân dung dịch chứa $\text{CuSO}_4$ và $\text{NaCl}$ với điện cực trơ, màng ngăn xốp, cường độ dòng điện không đổi. Các phát biểu sau:
(a) Ở catot luôn có sự tạo thành kim loại.
(b) Ở anot luôn có khí thoát ra.
(c) Sau một thời gian điện phân, pH của dung dịch tăng so với ban đầu.
(d) Trong quá trình điện phân, nồng độ $\text{Cu}^{2+}$ trong dung dịch giảm dần.
Số phát biểu đúng là:",B,B
2135,psychology,mc,"Dựa trên các phân tích về động cơ tình dục ngoài luồng (extradyadic involvement) và các mối quan hệ chóng vánh (hookups), điểm khác biệt cốt lõi trong mục đích sử dụng tình dục giữa nhóm gắn bó né tránh (avoidant) và nhóm gắn bó lo âu (anxious) là gì?",A,A
2136,chemistry,mc,"Hợp chất của các nguyên tố nhóm IIA có nhiều ứng dụng trong đời sống và sản xuất. Cho các phát biểu sau:
(a) Đá vôi dùng làm vật liệu xây dựng, sản xuất vôi sống, xi măng.
(b) Magnesium sulfate chủ yếu làm phân bón, chất hút ẩm, chất hút mồ hôi tay của các vận động viên thể dục dụng cụ.
(c) Barium sulfate là thành phần chính của thuốc cản quang trong kĩ thuật chụp X - quang.
(d) Apatite dùng để sản xuất phân lân.
(e) Thạch cao dùng trong y tế như bó bột cố định xương; vách, trần,... trong xây dựng.
Có bao nhiêu phát biểu đúng?",D,D
2138,computer_science,mc,"Trong ngôn ngữ lập trình C++, đối với loại hàm nào sau đây thì các đối số có thể được truyền theo phương thức tham trị (by value) hoặc tham chiếu (by reference)?",C,C
2141,medicine,mc,"Trong bài thuốc Sâm Khương Mẫu Lệ Tán dùng để điều trị chứng hư thoát, mất máu nhiều, vị thuốc Ô mai được xử lý và sử dụng như thế nào?",B,B
2143,dialect,mc,"Trong câu nói 'Năm nay làng mình mở hội to lắm, các cụ bảo nhất định phải ra bến sông xem bơi trải mới thấy hết cái không khí hội hè của quê mình', cụm từ 'bơi trải' được người nói sử dụng để ám chỉ hoạt động cụ thể nào?",D,D
2146,philosophy,mc,"Trong hệ thống phân loại của Hán Chí, tại sao 'Tiểu thuyết gia' bị coi là học phái có vị thế thấp nhất và không được xếp vào nhóm 9 học phái đáng kể (Cửu lưu)?",B,B
2147,physics,mc,"Chất điểm khối lượng $m = 0,5$ kg chuyển động tròn đều với vận tốc $5$ vòng/s. Tính mômen động lượng của chất điểm, biết bán kính quỹ đạo là $2$ m.",D,D
2152,medicine,mc,Loại ung thư nào có khả năng phát triển từ bướu giáp đa nhân?,A,A
2153,literature,mc,Nhân vật cố Bu ở làng Phan Xá (Hà Tĩnh) được miêu tả có dấu hiệu đặc biệt nào trên cơ thể ngay từ khi lọt lòng để báo hiệu tài năng bơi lặn?,C,C
2154,laws,mc,"Tổ chức nào có thẩm quyền kiểm tra chất lượng vật liệu ngăn cháy, chống cháy lưu thông trên thị trường sau khi được cấp giấy phép?",B,B
2155,logics,mc,"Bất cứ khi nào đây là một nơi tuyệt vời để đến và ngồi dưới bóng râm giữa những bông hoa thơm ngát, thì một chiếc xe tải trên một đống đất sẽ lùi về phía hồ. Không có cáo buộc pháp lý nào được đưa ra, nếu có một địa điểm bạn có thể ngồi trong bóng râm gần những bông hoa. Ba người đàn ông đứng trên thùng xe tải trước một cái hồ là trường hợp xảy ra, thì một chiếc xe tải trên một đống đất sẽ lùi về phía hồ. Các gian hàng chứa đầy mọi thứ từ quần áo cổ điển đến những món đồ cổ có giá trị thỉnh thoảng xuất hiện, và do đó nó không đưa ra các cáo buộc pháp lý. Vì vậy, đây không phải là một nơi tuyệt vời để đến và ngồi dưới bóng râm giữa những bông hoa thơm ngát, miễn là có ba người đàn ông ở trước một cái hồ.

Tiền đề nào hoàn thiện lập luận và làm cho kết luận trở nên hợp lệ?",B,B
2156,chemistry,mc,"Trong số các hợp chất dưới đây, chất ức chế nào được điều chế bằng phương pháp lai tạp cấu trúc?",B,B
2157,mathematics,mc,"Một con mã đang được đặt ở vị trí chính giữa tâm ô vuông $d4$ trong bàn cờ vua. Thầy Nghĩa di chuyển con mã 4 bước để sau 4 bước đó quân mã quay trở lại vị trí ban đầu với điều kiện 4 bước đi không trùng nhau. Mỗi bước di chuyển Thầy Nghĩa đều đặt con mã ở các điểm chính giữa tâm ô vuông đó. (4 điểm đặt mã sau 4 bước được xem là 4 điểm ở tâm ô vuông con mã đi đến). Xác suất đường đi của con mã có 4 điểm đặt đó là 4 đỉnh của một hình vuông có dạng $\frac{a}{b}$ (là phân số tối giản, $a, b \in \mathbb{N}^*$). Tính $a + 2b$?","Để giải quyết bài toán này, chúng ta cần xác định số lượng các đường đi hợp lệ của con mã (knight) trên bàn cờ vua, bắt đầu và kết thúc tại ô $d4$ sau 4 bước, với điều kiện 4 vị trí trung gian (điểm đặt mã) tạo thành một hình vuông.

**Bước 1: Phân tích các bước đi của con mã từ $d4$**
Con mã tại $d4$ có thể di chuyển đến 8 ô xung quanh (trong phạm vi bàn cờ chuẩn 8x8):
1. $b3$
2. $b5$
3. $c2$
4. $c6$
5. $e2$
6. $e6$
7. $f3$
8. $f5$

Gọi tập hợp các ô này là $S_1$.

**Bước 2: Phân tích điều kiện ""4 điểm đặt mã là 4 đỉnh của một hình vuông""**
Gọi 4 vị trí trung gian là $P_1, P_2, P_3, P_4$.
Đường đi là $d4 \to P_1 \to P_2 \to P_3 \to P_4 \to d4$.
Điều kiện: $\{P_1, P_2, P_3, P_4\}$ là 4 đỉnh của một hình vuông.
Lưu ý: Câu hỏi nói ""4 bước đi không trùng nhau"", điều này thường được hiểu là các vị trí trung gian $P_1, P_2, P_3, P_4$ là phân biệt (không lặp lại vị trí). Nếu các vị trí trùng nhau, chúng không thể tạo thành 4 đỉnh riêng biệt của một hình vuông.

Vậy, chúng ta cần tìm các hình vuông có 4 đỉnh nằm trong tập hợp các ô mà con mã có thể đi đến từ $d4$ (hoặc các ô liên quan đến chuỗi di chuyển).
Tuy nhiên, điều kiện quan trọng hơn là:
- $P_1$ phải là ô mà mã đi từ $d4$ đến được.
- $P_4$ phải là ô mà mã đi từ đó về $d4$ được.
- $P_2$ phải là ô mà mã đi từ $P_1$ đến được.
- $P_3$ phải là ô mà mã đi",
2164,psychology,mc,"Trong quá trình tiến hóa lý thuyết của Freud về tâm thần phân liệt, sự khác biệt cốt yếu nhất giữa mô hình cấu trúc (structural model) năm 1924 so với các quan điểm trước đó về xung đột nội tâm là gì?",B,B
2165,psychology,mc,Nghịch lý lịch sử nào được đề cập liên quan đến hệ thống giao tiếp của người Mỹ gốc Phi (African American Language) trong quá trình hình thành tại Hoa Kỳ?,B,B
2166,dialect,mc,"Dựa vào cách sử dụng cụm từ 'lất lơ lất lửng' và từ ngữ xưng hô trong câu 'Trời ơi, nhìn cái tướng đi lất lơ lất lửng của thằng nhỏ đó là tui thấy hổng muốn mướn nó vô làm việc rồi', bạn hãy cho biết người nói đang sử dụng phương ngữ của vùng miền nào tại Việt Nam?",C,C
2168,mathematics,mc,"Một máy bay quân sự có 3 bộ phận A, B, C có tầm quan trọng khác nhau. Máy bay sẽ rơi khi có hoặc 1 viên đạn trúng vào A, hoặc 2 viên trúng vào B, hoặc 3 viên trúng vào C. Giả sử các bộ phận A, B, C lần lượt chiếm 15%, 30% và 55% diện tích máy bay. Tính xác suất để máy bay rơi nếu:
Trong các khẳng định sau, có bao nhiêu khẳng định đúng?
a) Xác suất để máy bay rơi khi máy bay bị trúng 3 viên đạn là 0,72775
b) Xác suất máy bay không rơi khi máy bay bị trúng 1 viên đạn là 0,45
c) Khi máy bay trúng 2 viên đạn thì xác suất để 1 viên trúng B và 1 viên trúng C là 0,85
d) Xác suất để máy bay rơi khi máy bay bị trúng 2 viên đạn là 0,3675","Để giải quyết bài toán này, chúng ta cần tính xác suất cho từng khẳng định dựa trên các dữ kiện đã cho:
- $P(A) = 0.15$
- $P(B) = 0.30$
- $P(C) = 0.55$

**Điều kiện máy bay rơi:**
- Trúng 1 viên vào A.
- Trúng 2 viên vào B.
- Trúng 3 viên vào C.

**Phân tích từng khẳng định:**

**a) Xác suất để máy bay rơi khi máy bay bị trúng 3 viên đạn là 0,72775**
Gọi $X$ là số viên trúng A, $Y$ là số viên trúng B, $Z$ là số viên trúng C. Tổng số viên là 3.
Máy bay rơi nếu:
1. $X \ge 1$ (Trúng ít nhất 1 viên vào A)
2. $Y \ge 2$ (Trúng ít nhất 2 viên vào B)
3. $Z \ge 3$ (Trúng 3 viên vào C)

Các trường hợp cụ thể (vì tổng số viên là 3):
- Trường hợp 1: $X=1, Y=0, Z=2$ -> Rơi (do $X \ge 1$)
- Trường hợp 2: $X=1, Y=1, Z=1$ -> Rơi (do $X \ge 1$)
- Trường hợp 3: $X=1, Y=2, Z=0$ -> Rơi (do $X \ge 1$)
- Trường hợp 4: $X=0, Y=2, Z=1$ -> Rơi (do $Y \ge 2$)
- Trường hợp 5: $X=0, Y=1, Z=2$ -> Không rơi (chưa đủ điều kiện: $X<1, Y<2, Z<3$)
- Trường hợp 6: $X=0, Y=0, Z=3$ -> Rơi (do $Z \ge 3$)
- Trường hợp 7: $X=2, Y=1, Z=0$ -> Rơi (do $X \ge 1$)
- Trường hợp 8: $X=",A
2171,philosophy,mc,Ví dụ nào sau đây cho thấy cách al-Kindi sử dụng các khái niệm triết học liên quan đến giáo lý Tam vị nhất thể của Kitô giáo?,D,D
2174,chemistry,mc,"Có $5$ dung dịch riêng biệt là (1) $CuCl_2$, (2) $FeCl_3$, (3) $AgNO_3$, (4) $HCl$ và (5) $HCl$ có lẫn $CuCl_2$. Nhúng vào mỗi dung dịch một thanh $Fe$ nguyên chất. Hãy sắp xếp trường hợp xuất hiện ăn mòn điện hóa theo số thứ tự tăng dần (ví dụ 15, 134, ...)",B,B
2178,medicine,mc,"Nếu đường kính đầu nén giảm một nửa, lực nén ép sẽ",C,C
2182,medicine,mc,Đâu là một chất gây đột biến bảo thủ?,A,A
2187,culture,mc,"Trong cuộc binh biến năm 1516, vị quan nào đã đi theo hộ giá vua Lê Tương Dực qua cửa Nhà Thái Học và sau đó tự sát khi nhà vua bị sát hại tại Phường Chu Tước?",C,C
2188,psychology,mc,"Trong các phương thức đối phó với sự hưng phấn không có lối thoát, trạng thái 'đạt cực khoái giả tạo' (spurious climax) được thể hiện qua nhóm hành vi nào?",A,A
2189,medicine,mc,Màu sắc của các hạt trong bệnh mycetoma do Actinomadura pelletieri gây ra -,B,B
2191,computer_science,mc,"Trong lập trình hướng đối tượng, khi một đối tượng được khai báo và khởi tạo giá trị cùng một lúc, loại phương thức khởi tạo nào sau đây sẽ được hệ thống gọi đến?",A,A
2194,philosophy,mc,"Trong bối cảnh phân loại học thuật tại Hán Chí, tác phẩm 'Diêm Thiết Luận' của Hoàn Khoan được xếp vào phái nào và dựa trên tiền đề logic nào về nguồn gốc của nó?",B,B
2195,logics,mc,"Mọi người không hát với những cuốn sách màu hạt dẻ lớn. Bất cứ khi nào không phải trường hợp cả một đám đông tụ tập quanh một chiếc thuyền vào ban đêm và một nhóm người ở bên ngoài sau khi trời tối đối mặt với một con đường thủy, thì một người trượt tuyết sẽ phóng lên không trung trên tuyết trắng. Một nhóm người ở bên ngoài sau khi trời tối không đối mặt với một con đường thủy. Mọi người đang đứng quanh một chiếc thuyền vào ban đêm. Cho rằng một người trượt tuyết nhảy lên không trung, mọi người đang hát.

Nếu các phát biểu trên là đúng, điều nào có thể được suy luận một cách hợp lý?",D,D
2197,literature,mc,"Theo lý thuyết của Ch. Morris về ký hiệu thẩm mỹ, đặc tính nào sau đây KHÔNG phải là đặc tính cơ bản được ông nêu ra?",B,B
2198,chemistry,mc,"Công đoạn chính của công nghiệp chlorine – kiềm là điện phân dung dịch sodium chloride bão hòa trong bể điện phân có màng ngăn xốp. Phương trình hóa học: $2NaCl (aq) + 2H_2O (l) \rightarrow 2NaOH (aq) + H_2 (g) + Cl_2 (g)$.
Nhóm học sinh đặt giả thuyết: Khi điện phân dung dịch chứa $300$ kg $NaCl$ bão hòa ở $25^\circ C$, hiệu suất điện phân $73,67\%$ thì thu được dung dịch chứa $40$ kg $NaOH$ (Biết độ tan của $NaCl$ ở nhiệt độ này là $36,2$ gam/100 gam $H_2O$).
Cho các phát biểu sau:
a) Sản phẩm sodium hydroxide thu được tách ra khỏi dung dịch bằng phương pháp kết tinh.
b) Khí thoát ra ở anode là $Cl_2$ do $Cl^-$ bị oxi hóa.
c) Khí Hydrogen thu được do nước bị khử ở cathode.
d) Giả thuyết của nhóm học sinh là đúng.
Số phát biểu đúng là:",B,B
2201,psychology,mc,"Trong nghiên cứu thực nghiệm của Ben-Naim và cộng sự (2013) về phản ứng tim mạch, nhóm đối tượng nào nhạy cảm nhất và biểu hiện dấu hiệu căng thẳng cao độ khi đối phương thực hiện nhiệm vụ 'ức chế cảm xúc' (affect suppression)?",B,B
2203,logics,mc,"Một sân cát Olympic đang được che chắn khỏi cơn mưa trong trường hợp con chó lớn màu nâu không đi bộ dưới nước ở đại dương hoặc người phụ nữ trẻ không trang điểm cho lễ Halloween. Một con chó đứng dưới nước là hệ quả của việc không phải cả hai trường hợp: một người phụ nữ đang chuẩn bị cho lễ Halloween và đội bóng chuyền đang chuẩn bị cho một trận đấu sau cơn mưa bão. Nếu con chó lớn màu nâu đứng trong làn nước động hoặc một con chó nhăn nheo đang lội trong vùng nước nông, thì dẫn đến việc sân cát Olympic đang được che chắn khỏi cơn mưa. Một con chó đang ở dưới nước. Một đội cầu thủ bóng chuyền đang chuẩn bị thi đấu. Một nửa thành phố đang đuổi theo anh ta. Do đó, một con chó đang ở dưới nước.

Giả định thiết yếu nào là cần thiết để kết luận có giá trị?",B,B
2204,logics,mc,"Một bé gái tóc vàng đang leo trèo. Nếu một bé gái tóc vàng không leo trèo hoặc một cô gái trên gỗ và một người đàn ông không đi bộ bên ngoài, thì một con chó trắng đang đứng trong bùn ngập đến cổ. Một người đàn ông đang đi bộ trong trường hợp một con chó màu nâu nhạt đang bơi qua nước đầm lầy hoặc một con chó trắng đang lội trong nước tự nhiên có tảo.

Điều nào sau đây suy ra một cách logic từ thông tin được trình bày ở trên?",B,B
2205,psychology,mc,"Trong bối cảnh nghiên cứu về cơ chế bệnh sinh của trầm cảm và lo âu, nghiên cứu thực nghiệm của Miranda và Persons (1988) đã chỉ ra một đặc tính quan trọng nào của các thái độ rối loạn (dysfunctional attitudes)?",B,B
2207,psychology,mc,"Trong mô hình Nghịch lý Kiêng khem (Dialectical Abstinence), mối quan hệ giữa 'Kiêng khem' và 'Giảm thiểu tác hại' được mô tả qua hình ảnh ẩn dụ nào để nhấn mạnh tính chất cùng tồn tại nhưng không hòa tan?",C,C
2209,physics,mc,Chọn phát biểu đúng về các quá trình làm thay đổi nội năng của vật:,B,B
2214,psychology,mc,"Trong bối cảnh phân tích về mô-đun phát hiện sự phụ thuộc (contingency-detection module) ở trẻ sơ sinh, hành động nào dưới đây là chiến lược tối ưu nhất khi chỉ số tính tất yếu (necessity index) đạt mức 1.0 nhưng chỉ số tính đầy đủ (sufficiency index) chỉ đạt 0.5?",B,B
2220,logics,mc,"Trong trường hợp một người đàn ông mặc áo sọc xanh lá cây đánh trống một cách cuồng nhiệt, điều đó dẫn đến việc một người phụ nữ đội mũ hồng đang làm việc tại một quầy bán hàng ngoài trời. Một người phụ nữ đội mũ hồng làm việc tại một quầy bán hàng ngoài trời với điều kiện là một người phụ nữ không làm việc tại một quầy thực phẩm trong thành phố hoặc một người bán hàng không bán thịt và các loại thực phẩm khác trên đường phố. Do đó, nếu người đó đang bán hàng, thì người đàn ông đó đang chơi trống.

Giả định nào là cần thiết để kết nối các tiền đề và kết luận trên?",B,B
2221,mathematics,mc,"Từ $X = \{1, 2, 3, 4, 5\}$ lập được bao nhiêu số có $4$ chữ số mà phải có mặt chữ số $1$ và $2$?",B,B
2222,chemistry,mc,Loại độc chất nào sau đây thường được phát thải từ hoạt động sản xuất tại các nhà máy và xí nghiệp?,C,C
2223,chemistry,mc,Liều lượng gây tử vong (LD) của amphetamin đối với người lớn là khoảng bao nhiêu?,A,A
2224,literature,mc,"Trong bữa ăn kham khổ của 'Thầy đồ tại gia' được Tú Xương mô tả, thực đơn cụ thể gồm những món gì?",C,C
2225,philosophy,mc,"Theo quan niệm của Shankara về triết học phi nhị nguyên, tại sao sự tồn tại của Atman-Brakhman lại được coi là một chân lý tự hiển nhiên đối với mỗi cá nhân?",C,C
2227,dialect,mc,"Trong câu nói: 'Mày cứ lần lựa chuyện cưới hỏi hoài, để bên nhà gái đợi lâu là người ta gả con Út cho chỗ khác bây giờ', động từ 'lần lựa' mang ý nghĩa cụ thể là gì?",D,D
2229,physics,mc,"Tính năng lượng liên kết của hạt nhân $_{6}^{12}C$. Cho $m_C = 12,0000$ u, $m_p = 1,00728$ u, $m_n = 1,00867$ u, $1u = 931,5$ MeV/$c^2$.",B,B
2230,medicine,mc,"Phụ nữ bế kinh lâu ngày, khi thấy kinh ra nhiều như băng huyết, màu huyết đỏ tươi, sử dụng bài thuốc Hạn liên bách thảo thang cần tuân thủ nguyên tắc dừng thuốc nào?",B,B
2233,psychology,mc,"Trong bối cảnh can thiệp tâm lý lâm sàng dựa trên khả năng hóa tâm (mentalizing) của Sadler và các cộng sự (2006), hành động 'nói thay em bé' (speaking for the baby) của khách viếng thăm tại gia (home visitor) hướng tới mục tiêu sơ khởi nhất nào dưới đây?",B,B
