annotator,model,dataset,item_id,stratum,decision,model_answer,corrected_answer,note
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6755,count,reject,2,1,Chỉ QĐ 337 (1982) nằm trong 5 năm đầu (1981-1986); QĐ 610 (10/1986) đã ngoài mốc.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7048,add_sub,accept,"89,4–99,5 kg",,"Tăng từ sơ sinh 0,5–0,6 kg lên 90–100 kg, hiệu đúng cặp là 89,4–99,5 kg."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7170,selection,accept,Trung tá An ninh Nhà nước Isaak Ilyich Shapiro,,Shapiro (28/3/1938–13/11/1938) là thư ký cuối cùng được liệt kê.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7581,selection,accept,ngày 3 tháng 5 năm 1972,,"Chiến dịch Bắc Bình Định ghi nhận từ 9/4 đến 3/5/1972, ngày kết thúc là 3/5/1972."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6454,count,accept,Ba,,"Passage nêu hai thử nghiệm close beta đầu rồi thử nghiệm close beta thứ ba, tổng là ba."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8024,count,accept,6 người con,,Friedrich Franz là con thứ 4 trong 6 người con của Franz Heinrich von Waldersee.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8087,comparison,reject,"Cỡ hộ trung bình là 2,45 người và cỡ gia đình trung bình là 2,99 người.","Cỡ gia đình trung bình (2,99 người) lớn hơn cỡ hộ trung bình (2,45 người)",Câu 'so sánh' yêu cầu nêu chiều; model chỉ trích hai số.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8105,selection,accept,Ngày 19 tháng 3 năm 1973,,"Trong năm 1973 tai nạn ngày 19/3 (DC-4) xảy ra trước tai nạn 17/11, mốc ngày xác định đúng tai nạn đầu tiên."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2662,add_sub,reject,35,40,"Tối đa theo khảo sát là 160, tối thiểu tại Việt Nam là 120, chênh lệch là 40 chứ không phải 35."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,9689,selection,accept,lá chét đầu cùng,,"Lá chét đầu cùng dài tới 13 cm, vượt mọi số đo tối đa khác (chùy hoa 10, lá chét bên 10,2, trục lá 5,5)."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,420,selection,accept,"5,12%",,"Đoạn văn ghi 5,12% dân số là người Hispanic hay Latino, trích đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,9061,comparison,accept,Không,,"Đoạn văn nêu mật độ năm 2018 của thị trấn Vân Du là 688 người/km², nên trả lời 'Không' (không vượt 700) là đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,9053,add_sub,reject,từ ngày 5 tháng 4 năm 2018 đến sáng ngày 12 tháng 4 năm 2018,vòng chung kết (4 ngày),"Vòng chung kết chỉ 4 ngày (12–15/7), ngắn hơn ban hành điều lệ đến bốc thăm (5/4–12/4, 7 ngày) và ngắn hơn lượt đi hay lượt về (mỗi lượt 30 ngày)."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,1699,add_sub,accept,70,,"Đoạn văn ghi rõ ngày 16/2 có 70 người khác được báo cáo nhiễm, khớp đáp án."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6133,add_sub,accept,99,,"Tổng số tăng từ 355 (16/2) lên 454 (17/2) nên chênh lệch đúng 99 ca, khớp số ca mới công bố ngày 17/2."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8891,count,reject,11,9,"Trong Quân đoàn kỵ binh cận vệ 3 có 3 sư đoàn (cận vệ 5, 6, kỵ binh 32) cộng các trung đoàn pháo tự hành 1814, pháo chống tăng 144, súng cối 3, phòng không 1731 và 2 tiểu đoàn (trinh sát cơ giới 3, súng cối 64) = 9 đơn vị, mô hình đếm 11 là gộp cả đơn vị ngoài quân đoàn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,138,selection,accept,"2,60",,"Đoạn văn nêu quy mô trung bình của hộ là 2,60, mô hình trích đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,174,comparison,reject,"15,00%","11,60% (nhóm từ 18 đến 24)","So các nhóm tuổi 21,90% / 11,60% / 29,70% / 21,80% / 15,00% thì thấp nhất là 11,60%, không phải 15,00%."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,5511,count,accept,861,,"Đoạn văn ghi sư đoàn không quân tiêm kích 861 thuộc quân đoàn hỗn hợp 44, mô hình trả lời đúng số hiệu."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,193,add_sub,reject,1.427.000,477.000 người,"Theo báo cáo chính thức, bị thương 1.797.000 và thiệt mạng 1.320.000 nên chênh lệch là 477.000; con số 1.427.000 của mô hình không tính ra được từ số liệu nào của đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,9134,selection,accept,"6,002 triệu đồng/tháng",,"Đoạn văn nêu Hà Nội 6,002 triệu đồng/tháng năm 2021, khớp đáp án."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6525,comparison,reject,"22,80%","dưới độ tuổi 18 (22,80%)","Hỏi 'cái nào lớn hơn' → cần nêu nhóm tuổi, không trả trần con số."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,444,add_sub,reject,311.755,Không tính được — Ý không nêu số ca nhiễm mới trong ngày,"Mỹ thêm 211.762 ca nhiễm mới và Ý tăng 23.225 ca (từ 23.225 lên 1,66 triệu), tổng là 234.987; mô hình dùng sai 993 ca tử vong của Ý nên ra 311.755."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,5179,count,accept,4,,"Cả 4 quốc gia Anh, Italy, Pháp, Đức đều nêu số ca tử vong mới (428, 262, 351, 67), khớp đáp án 4."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2701,comparison,reject,25-44,"nhóm dưới 18 tuổi (27,00%)","So các nhóm 27,00% / 7,50% / 26,90% / 22,60% / 16,10% thì cao nhất là dưới 18 tuổi với 27,00%, chỉ nhỉnh hơn nhóm 25–44 (26,90%)."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,583,comparison,reject,Không thể so sánh,"Phòng không có 4 tiểu đoàn (13, 27, 31, 615), nhiều hơn Thiết giáp chỉ có 2 tiểu đoàn (13, 43)","Đoạn văn nêu đủ quân số tiểu đoàn của cả hai phần nên so sánh được, mô hình trả lời 'Không thể so sánh' là sai."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7110,count,accept,3,,"Phần Phòng không nêu đúng 3 sư đoàn (cận vệ 2, 31 và 65), khớp đáp án."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6977,selection,accept,8,,"Đoạn văn ghi khoang hạng thương gia A321neo ACF có 8 ghế Collins Diamond cấu hình 2-2, mô hình trả lời đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,5556,selection,accept,"21,70%",,"Đoạn văn nêu 21,70% trong tất cả các hộ gồm các cá nhân, khớp đáp án."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8915,count,reject,Ba,2 (Mỹ và Brazil),Đoạn văn chỉ gọi tên hai quốc gia là Mỹ và Brazil; Tân Cương/người Duy Ngô Nhĩ là vùng và dân tộc chứ Trung Quốc không được nêu tên.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,9489,comparison,reject,Gần 1.000 căn,Đoạn văn không nêu riêng số căn nhà 167 (chỉ gộp 'trên 6800 căn nhà tình thương và nhà 167') nên không xác định được chênh lệch với gần 1.000 căn nhà tình nghĩa,Mô hình chỉ lặp lại con số 'Gần 1.000 căn' mà không trả lời loại nhà nào nhiều hơn và không nêu chênh lệch như câu hỏi yêu cầu.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,1105,count,reject,Quân đoàn bộ binh 6,"Bằng nhau, mỗi quân đoàn có 3 sư đoàn","Quân đoàn bộ binh 6 (87, 206, 330) và quân đoàn bộ binh 43 (85, 205, 233) đều có đúng 3 sư đoàn nên không quân đoàn nào đông hơn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,1646,count,reject,10,9,"Sư đoàn bộ binh gồm 87, 206, 330 (quân đoàn 6), 35, 252, 342 (quân đoàn 9) và 85, 205, 233 (quân đoàn 43) là 9; 4 sư đoàn đổ bộ đường không không phải bộ binh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,1288,comparison,reject,Xã Lương Hòa,"Lớn nhất: xã Đa Lộc (714,8 ha); nhỏ nhất: xã Nguyệt Hóa (187,13 ha)","Trong ba xã sáp nhập vào thị xã Trà Vinh (Nguyệt Hóa 187,13 ha, Đa Lộc 714,8 ha, Lương Hòa 400,16 ha) thì Lương Hòa ở giữa, mô hình lại chỉ nêu một xã là thiếu và sai."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,1495,comparison,reject,137.221 người,quận Carcassonne,Câu hỏi 'quận nào nhiều hơn' cần tên quận (Carcassonne 137.221 người so với Limoux 42.247 người năm 1990); mô hình trả lời con số dân số là sai dạng đáp án.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2741,count,reject,10,15,"Thiết giáp của Tập đoàn quân 21 có 4 lữ đoàn và 6 trung đoàn trong Quân đoàn xe tăng cận vệ 2 (3 lữ đoàn xe tăng + 1 lữ đoàn cơ giới + 2 trung đoàn pháo tự hành + 2 trung đoàn pháo chống tăng + 1 trung đoàn súng cối + 1 trung đoàn phòng không) cộng 1 lữ đoàn xe tăng cận vệ 23 và 4 trung đoàn (xe tăng 248, xe tăng cận vệ 64, pháo tự hành 1494, 1830) = 15; mô hình đếm 10 là bỏ 5 đơn vị ngoài quân đoàn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,5954,count,reject,3 quân đoàn và 7 sư đoàn,"2 quân đoàn (61, 69) và 7 sư đoàn","Đoạn văn chỉ nêu 2 quân đoàn bộ binh (61 và 69) với tổng cộng 7 sư đoàn, model đếm nhầm sư đoàn 63 thành quân đoàn thứ ba."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,4262,comparison,accept,18 đến 24,,"Nhóm 18-24 chỉ chiếm 9,10%, thấp nhất trong các nhóm tuổi (dưới 18: 24,7%; 25-44: 29,8%; 45-64: 22,5%; 65+: 14,0%)."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2216,count,reject,"1,9 triệu bản",2,"Hỏi số PHIÊN BẢN mở rộng: Opposing Force + Blue Shift = 2; '1,9 triệu' là số bản bán."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,1870,add_sub,reject,353,553 ca tử vong,"Tây Ban Nha thêm 268 ca và Italy thêm 285 ca tử vong, tổng đúng là 268+285=553 chứ không phải 353."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,1865,comparison,accept,2013,,"Đoạn văn ghi 2015 là 14 còn 2013 là 18,5, nên năm 2013 cao hơn; model trả lời đúng hướng so sánh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8068,add_sub,reject,"3,36 điểm phần trăm","39,32 điểm phần trăm","Câu hỏi so tỷ lệ thành thị với nông thôn (69,66% − 30,34% = 39,32), còn 3,36 điểm phần trăm là mức tăng tỷ lệ thành thị sau 10 năm, không phải chênh lệch thành thị so với nông thôn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,4022,add_sub,accept,"4,8",,"Hộ không lập gia đình 29,30% trừ hộ tạo từ các cá nhân 24,50% bằng 4,8 điểm phần trăm, model tính đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2531,selection,accept,5.068,,"Trong các xã liên quan (Lê Lợi 5.068, Đồng Tâm 897, Đồng Thái 217, Nam Sơn 412), xã Lê Lợi đông dân nhất với 5.068 người."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8889,selection,accept,12.690 hộ,,"Đoạn văn nêu điều tra 2000 ghi nhận 12.690 hộ sinh sống trong quận, model trích đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,4698,selection,accept,"9,5%",,"Đoạn văn ghi rõ 9,5% hộ có người sống một mình từ 65 tuổi trở lên, đúng tỷ lệ hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8257,add_sub,reject,1591,1601,"Tổng các mùa giải là 320+307+265+248+223+238 = 1601, model tính ra 1591 là sai phép cộng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2276,selection,accept,Hải Dương,,"Đoạn văn ghi từ 18/3 đến 31/3 Hải Dương nới lỏng và giãn cách theo chỉ thị 19, đúng địa danh hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7927,comparison,accept,"Quận Ussel, 6.37%",,"Theo % 'tăng trưởng' ĐOẠN VĂN GHI thì Ussel 6,37% cao nhất; dấu trừ của Tulle/Ussel là lỗi nguồn viWiki, không bắt model sửa."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2395,add_sub,reject,600.000,700.000 đơn vị,"Quý I bán 1,73 triệu đơn vị phần mềm, quý II bán 1,03 triệu, chênh lệch là 0,7 triệu = 700.000 chứ không phải 600.000."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2522,selection,accept,"20,9%",,"Đoạn văn nêu 20,9% người Luân Đôn là người gốc Á và lai gốc Á, model trích đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,2837,selection,accept,255.984,,"Đoạn văn ghi ông trúng cử với 255.984 phiếu, khớp với câu trả lời (dấu chấm là phân cách hàng nghìn)."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7950,comparison,accept,Huân chương Lenin,,"Huân chương Lenin trao 5 lần còn Huân chương Cờ đỏ 4 lần, nên Lenin được trao nhiều hơn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7017,other,reject,5000 thăng,500 thăng thóc,"Tô ruộng mỗi mẫu nộp 100 thăng thóc nên 5 mẫu là 5×100 = 500 thăng; 3 quan chỉ là thuế tiền, model tính ra 5000 là sai."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,5699,add_sub,accept,13.352,,"Dân số thị trấn Cẩm Thủy 6.341 cộng xã Cẩm Phong 7.011 bằng 13.352 người, model tính đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7459,other,reject,56.6%,"27,1%","Cư dân 25-64 tuổi là 29,3%+22,5% = 51,8%, trừ nhóm dưới 18 là 24,7% thì chênh lệch đúng là 27,1%, không phải 56,6%."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,3394,selection,reject,16945,31.381,"Mẫu điều tra dân số Mỹ: hộ gia đình luôn ≥ gia đình → 31.381 hộ, 16.945 gia đình; bản dịch gắn nhãn sai."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,4408,comparison,accept,Không,,"Tỷ lệ thất nghiệp 12,6% thấp hơn tỷ lệ người nước ngoài 22,5% nên trả lời 'Không' là đúng hướng so sánh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,4566,comparison,accept,từ 25 đến 44,,"Nhóm 25-44 chiếm 30,80%, cao nhất trong phân bố tuổi (dưới 18: 21,4%; 18-24: 6,3%; 45-64: 27,7%; 65+: 13,8%)."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,4229,add_sub,accept,nhiều,,"Chaves sinh 1882, mất 1978 ở tuổi 96 nên sống nhiều hơn 90 năm, model trả lời 'nhiều' là đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7531,selection,accept,mạnh hơn hầu hết PC chạy Windows,,"Đoạn văn trích theo Apple: hiệu năng 'mạnh hơn hầu hết PC chạy Windows', model trích đúng nguyên văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8250,count,accept,2,,"Đoạn văn nêu rõ iPad Pro 2020 gồm 2 tùy chọn màn hình 11 inch và 12,9 inch nên đáp án '2' chính xác."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8451,count,accept,Một,,"Đoạn văn chỉ dùng một kích thước 29,5 × 23,5 inch (749 × 597 mm) để mô tả nhật báo khổ rộng nên 'Một' đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,10001,add_sub,accept,"24,10%",,"Chênh lệch 58,10% − 34,00% = 24,10 điểm phần trăm, khớp tính từ số liệu đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,4724,count,accept,4,,"Đoạn văn mô tả đủ 4 phân đoạn: lối vào 13,2 km tới âu thuyền, âu thuyền Miraflores, hồ Miraflores, âu thuyền Pedro Miguel."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7970,add_sub,accept,57.827,,"74,127 − 16,3 = 57,827 triệu đô-la, đúng phép trừ giữa tổng doanh thu 17 ngày và doanh thu tuần hai."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,8492,add_sub,reject,29.348,29.963 người,18-24 (3.912) + 25-44 (10.496) + 45-64 (15.555) = 29.963 người; model tính ra 29.348.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,5404,add_sub,accept,"$1,100",,"4.599 − 3.499 = 1.100 USD, khớp mức chênh giá giữa kit 24-105 f/4L IS II và chỉ thân máy."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6073,add_sub,accept,6 lần,,"Huân chương Cờ đỏ 4 lần cộng Huân chương Suvorov 2 lần bằng 6 lần, đúng tổng đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6124,selection,accept,28 ngày,,Đoạn văn nêu rõ 'Trứng vịt ấp 28 ngày' nên đáp án '28 ngày' chính xác.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,6505,selection,accept,"5,40%",,"Đoạn văn ghi 5,40% hộ có người sống một mình từ 65 tuổi trở lên, khớp đáp án."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,7684,selection,accept,422 ha diện tích tự nhiên và 4.178 người,,"Câu đầu đoạn văn nêu thị trấn Vân Du sau khi thành lập có 422 ha và 4.178 người, đúng yêu cầu."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,drop,9062,selection,accept,"0,13%",,"Cơ cấu chủng tộc ghi người châu Á chiếm 0,13% dân số nên đáp án đúng và có căn cứ."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,0,short-direct,accept,New England Sports Ventures,,Đoạn văn nêu rõ tên ban đầu của Fenway Sports Group là New England Sports Ventures.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,5,short-direct,accept,1916,,Đoạn văn ghi 'Công ty được thành lập vào năm 1916'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3037,long-direct,accept,nửa đầu thế kỷ 19,,"Đoạn văn: 'mãi đến nửa đầu thế kỷ 19, Bach mới được nhìn nhận là nhà soạn nhạc vĩ đại'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,24,short-direct,accept,tổng hợp hạt nhân và phân rã phóng xạ,,Đúng đoạn văn: các phương pháp khác gồm tổng hợp hạt nhân và phân rã phóng xạ.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,118,short-infer,accept,thông qua các lò phản ứng hạt nhân có kiểm soát,,Đúng đoạn văn: tách năng lượng 'thông qua các lò phản ứng hạt nhân có kiểm soát'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,25,short-direct,accept,giải Oscar,,Đoạn văn ghi 'AMPAS được biết đến nhiều nhất thông qua giải Oscar'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2017,short-direct,accept,Georges Braque,,Đoạn văn: Picasso cùng Georges Braque sáng lập trường phái lập thể.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,38,mid-direct,accept,3 định luật,,Đúng số lượng đoạn văn nêu: hệ thống gồm 3 định luật.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,655,mid-direct,accept,F=ma,,Đoạn văn: Định luật II thường được phát biểu dưới dạng F=ma.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1767,long-direct,accept,"4,46 triệu km²",,"Đúng số liệu đoạn văn: diện tích đất 4,46 triệu km²."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,58,short-direct,accept,Vietnam General Confederation of Labor,,Đoạn văn: VGCL là viết tắt của Vietnam General Confederation of Labor.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,683,long-direct,accept,18,,Đúng số đoạn văn nêu: 18 danh hiệu FIFA và UEFA.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,520,mid-direct,accept,trầm tích sông ngòi,,Đoạn văn: 'Đồng bằng châu thổ là điển hình của quá trình trầm tích sông ngòi'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,68,mid-direct,accept,một chuỗi kết hợp các công đoạn khác nhau,,Đúng span đoạn văn: in 3D là 'một chuỗi kết hợp các công đoạn khác nhau'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,74,short-direct,accept,0.5 đến 1.2,,Đoạn văn: viên bi đường kính khoảng từ 0.5 đến 1.2 mm.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1686,long-direct,accept,Kim Jong-nam,,Đúng thực thể đoạn văn nêu: người anh em cùng cha khác mẹ Kim Jong-nam.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1521,long-direct,accept,Anne Hathaway,,Đoạn văn: năm 18 tuổi ông kết hôn với Anne Hathaway.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2422,long-direct,accept,thời Đế quốc La Mã,,Đoạn văn: 'Sư tử đã được nuôi nhốt từ thời Đế quốc La Mã'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,83,long-direct,accept,1999,,Đoạn văn: Đức trở thành đồng sáng lập khu vực đồng Euro vào năm 1999.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3004,long-direct,accept,hơn 585 triệu USD,,Đúng số liệu đoạn văn: thu về hơn 585 triệu USD doanh thu.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1114,long-direct,accept,thứ tư,,Đoạn văn: anime phổ biến thứ tư tại Nhật Bản năm 2006.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,90,short-infer,accept,'Touring',,Đoạn văn: G61 định vị trên thị trường là 'Touring'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1774,short-direct,reject,Đoạn văn,Đoạn văn không nêu vị trí của nhà máy Dingolfing,Câu trả lời 'Đoạn văn' là mảnh vỡ vô nghĩa; bản thân đoạn văn cũng không cho biết nhà máy Dingolfing nằm ở đâu.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,92,short-direct,accept,đầu thập niên 50,,Đoạn văn: trường mở ra ở miền Nam Việt Nam vào đầu thập niên 50.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2579,short-direct,accept,"Tư lệnh Lực lượng Đặc biệt Việt Nam Cộng hòa, kiêm Chỉ huy trưởng Lữ đoàn Liên binh Phòng vệ Phủ Tổng thống",,"Đúng chức vụ đoạn văn nêu: Tư lệnh Lực lượng Đặc biệt, kiêm Chỉ huy trưởng Lữ đoàn Liên binh Phòng vệ Phủ Tổng thống."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2866,short-direct,accept,75 ngày,,"Đoạn văn nêu rõ 'Hiệp định hình thành sau 75 ngày đàm phán', đúng yêu cầu tổng số ngày."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2031,long-direct,accept,1966,,"Đúng câu 'Năm 1966, người Rapa Nui được cấp quyền công dân Chile'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,104,short-direct,accept,1768,,"Niên biểu '1768–1801' cho năm sinh là 1768, đúng trích xuất."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,109,mid-direct,accept,điểm ở mặt đất ngay phía trên chấn tiêu,,Trung khớp định nghĩa 'Tâm chấn là điểm ở mặt đất ngay phía trên chấn tiêu'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1735,long-direct,accept,Thomas Newcomen vào năm 1712,,"Đoạn văn nói động cơ thương mại đầu tiên do Thomas Newcomen phát triển năm 1712, đủ cả người và năm."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,133,short-direct,accept,2 tỉ người,,"Đúng 'giới thiệu phúc âm cho khoảng 2 tỉ người', trả lời đủ số lượng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,145,mid-direct,accept,"53rd Street, giữa Fifth và Sixth Avenue",,"Span 'nằm trên 53rd Street, giữa Fifth và Sixth Avenue' đúng là vị trí bảo tàng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,799,mid-direct,accept,Museum of Modern Art,,"Đúng cụm gốc 'Museum of Modern Art, viết tắt là MoMA'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,151,mid-direct,accept,Điện tiền chỉ huy sứ,,"Đoạn văn ghi 'Với chức vụ Điện tiền chỉ huy sứ', đúng loại câu hỏi chức vụ."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,636,short-direct,accept,VW,,Đúng 'viết tắt là VW' kèm chú thích cách đọc tiếng Đức.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,755,short-direct,accept,làm xoăn,,Đoạn văn giải thích 'crispa' trong tiếng Latinh 'có nghĩa là làm xoăn'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,162,short-direct,accept,quá trình một nguyên tử hay phân tử tích một điện tích âm hay dương bằng cách nhận thêm hay mất đi electron để tạo thành các ion,,"Trích đúng mệnh đề định nghĩa điện ly, đủ nghĩa và bám sát đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1234,short-direct,accept,31 tập,,Đúng 'bộ manga thể thao dài 31 tập'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,173,short-direct,accept,trạng thái cân bằng nhiệt động lực học với môi trường xung quanh,,Đúng trạng thái 'cân bằng nhiệt động lực học với môi trường xung quanh' trong đoạn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,367,mid-direct,accept,thành phần hóa học của Trái Đất,,Đúng câu 'Sự đa dạng và phong phú ... được điều khiển bởi thành phần hóa học của Trái Đất'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3249,mid-direct,accept,"nhiệt độ, áp suất, và thành phần của khối đá",,"Đúng 'Những thay đổi về nhiệt độ, áp suất, và thành phần của khối đá'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,206,mid-infer,accept,"do tỷ lệ tăng dân số hàng năm là 2,2%",,"Đúng nguyên nhân nêu trong đoạn 'do tỷ lệ tăng dân số hàng năm là 2,2%'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2041,mid-direct,accept,Bombay,,Đúng 'trước đây được gọi là Bombay'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2071,short-direct,accept,Assisi,,Danh xưng 'Thánh Phanxicô thành Assisi' (Francesco d'Assisi) là căn cứ duy nhất trong đoạn cho xuất xứ Assisi.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,221,long-direct,accept,do có sự hiện diện của một số cơ sở giáo dục nổi tiếng trong thành phố,,Trích đúng vế 'do có sự hiện diện của một số cơ sở giáo dục nổi tiếng trong thành phố'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,227,short-direct,accept,"""bản Tuyên ngôn độc lập đầu tiên""",,"Đúng trong sách Lịch sử Việt Nam, bài thơ được xem là 'bản Tuyên ngôn độc lập đầu tiên'."
